全网通用,#genre#
CCTV-6,http://ttww.doudouzi888.com:1998/iptv/dl/bestv.php?id=cctv6
CCTV-6,http://114.132.99.29:8812/JRST.php?id=科技频道Y7KzFNfWfAuEfuU
CCTV-6,http://114.132.99.29:8812/JRST.php?id=科技频道gSBHtSGzvEScZXU
CCTV-6,http://114.132.99.29:8812/JRST.php?id=科技频道rm6BUzpL6PIVuD2
CCTV-7,http://hlsbkmgsplive.miguvideo.com/migu/kailu/20200324/cctv7hd/57/index.m3u8?&encrypt=
CCTV-7,http://ttww.doudouzi888.com:1998/iptv/dl/bestv.php?id=cctv7
CCTV-7,http://114.132.99.29:8812/JRST.php?id=科技频道wJ0qGT0vE6mxkPf
CCTV-7,http://114.132.99.29:8812/JRST.php?id=科技频道9IT4u1s8jOKqSCF
CCTV-8,http://hlsbkmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv8hd/2000/index.m3u8?&encrypt=
CCTV-8,http://ttww.doudouzi888.com:1998/iptv/dl/bestv.php?id=cctv8
CCTV-8,http://114.132.99.29:8812/JRST.php?id=科技频道Hxy5XsaPl1JE8XV
CCTV-8,http://114.132.99.29:8812/JRST.php?id=科技频道8t242Z4yg5ofKXy
CCTV-9,http://hlsbkmgsplive.miguvideo.com/migu/kailu/20200324/cctv9hd/57/index.m3u8?&encrypt=
CCTV-9,http://ttww.doudouzi888.com:1998/iptv/dl/bestv.php?id=cctv9
CCTV-9,http://114.132.99.29:8812/JRST.php?id=科技频道FAUxRGVz6GtnaC4
CCTV-9,http://114.132.99.29:8812/JRST.php?id=科技频道t2p1fxfeo7Z9ojK
CCTV-10,http://hlsbkmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv10hd/2000/index.m3u8?&encrypt=
CCTV-10,http://ttww.doudouzi888.com:1998/iptv/dl/bestv.php?id=cctv10
CCTV-10,http://114.132.99.29:8812/JRST.php?id=科技频道UIntwvh4vkUkjCa
CCTV-10,http://114.132.99.29:8812/JRST.php?id=科技频道71WsRzq4CWXDi9L
CCTV-11,http://hlsbkmgsplive.miguvideo.com/migu/kailu/cctv11hd/57/20200103/index.m3u8?&encrypt=
CCTV-11,http://ttww.doudouzi888.com:1998/iptv/dl/bestv.php?id=cctv11
CCTV-11,http://114.132.99.29:8812/JRST.php?id=科技频道bo3YGhoA5Wfq52A
CCTV-11,http://114.132.99.29:8812/JRST.php?id=科技频道2LNlbk2jpSHEkjr
CCTV-12,http://hlsbkmgsplive.miguvideo.com/migu/kailu/20200324/cctv12hd/57/index.m3u8?&encrypt=
CCTV-12,http://ttww.doudouzi888.com:1998/iptv/dl/bestv.php?id=cctv12
CCTV-12,http://114.132.99.29:8812/JRST.php?id=科技频道WxlXtSBrMLrNR7y
CCTV-12,http://114.132.99.29:8812/JRST.php?id=科技频道sd3IcNwacKF6Jb6
CCTV-13,http://hlsbkmgsplive.miguvideo.com/envivo_x/2018/SD/cctv13/2000/index.m3u8?&encrypt=
CCTV-13,http://ttww.doudouzi888.com:1998/iptv/dl/bestv.php?id=cctv13
CCTV-13,http://114.132.99.29:8812/JRST.php?id=科技频道qEH28X2ONgvXG9k
CCTV-13,http://114.132.99.29:8812/JRST.php?id=科技频道XvTEoLjG0WGs7yR
CCTV-14,http://hlsbkmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv14hd/2000/index.m3u8?&encrypt=
CCTV-14,http://ttww.doudouzi888.com:1998/iptv/dl/bestv.php?id=cctv14
CCTV-14,http://114.132.99.29:8812/JRST.php?id=科技频道KPQX0t76mOnRwDU
CCTV-14,http://114.132.99.29:8812/JRST.php?id=科技频道9wFPbXqruBtu1cq
CCTV-15,http://hlsbkmgsplive.miguvideo.com/migu/kailu/20200324/cctv15hd/57/index.m3u8?&encrypt=
CCTV-15,http://ttww.doudouzi888.com:1998/iptv/dl/bestv.php?id=cctv15
CCTV-15,http://114.132.99.29:8812/JRST.php?id=科技频道zcwb24rjWmn7fUs
CCTV-15,http://114.132.99.29:8812/JRST.php?id=科技频道DfRCTcVmWeaDJGy
CCTV-17,http://hlsbkmgsplive.miguvideo.com/migu/kailu/20200324/cctv17hd/57/index.m3u8?&encrypt=
CCTV-17,http://ttww.doudouzi888.com:1998/iptv/dl/bestv.php?id=cctv17
CCTV-17,http://114.132.99.29:8812/JRST.php?id=科技频道LEqQqax6CNVWH3u
CCTV-17,http://114.132.99.29:8812/JRST.php?id=科技频道aUnwZCwlIQKkqaV
CCTV-5+,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/cctv5plusnew/2500/index.m3u8?&encrypt=
CCTV-5+,http://ttww.doudouzi888.com:1998/iptv/dl/bestv.php?id=cctv5p
CCTV-5+,http://ttww.doudouzi888.com:1998/iptv/dl/bestv.php?id=cctv5p2
CCTV-5+,http://114.132.99.29:8812/JRST.php?id=科技频道ky2rLqOR1QlQuCT
CCTV-5+,http://114.132.99.29:8812/JRST.php?id=科技频道5CIUkIl7Vop7SrA
CGTN纪录,http://hlsbkmgsplive.miguvideo.com/envivo_v/2018/SD/cctv/doc/1000/index.m3u8?&encrypt=
CGTN纪录,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225602/index.m3u8
CGTN纪录,http://39.134.66.66/PLTV/88888888/224/3221225509/index.m3u8
CGTN法语,http://hlsbkmgsplive.miguvideo.com/envivo_v/2018/SD/cctv/fayu/1000/index.m3u8?&encrypt=
CGTN法语,https://livefr.cgtn.com/1000f/prog_index.m3u8
CGTN俄语,http://hlsbkmgsplive.miguvideo.com/envivo_v/2018/SD/cctv/eyu/1000/index.m3u8?&encrypt=
CGTN俄语,https://liveru.cgtn.com/1000r/prog_index.m3u8
CGTN西语,http://hlsbkmgsplive.miguvideo.com/envivo_v/2018/SD/cctv/xibanya/1000/index.m3u8?&encrypt=
CGTN西语,https://livees.cgtn.com/1000e/prog_index.m3u8
CGTN阿语,http://hlsbkmgsplive.miguvideo.com/envivo_v/SD/cctv/alabo/1000/index.m3u8?&encrypt=
CGTN阿语,https://livear.cgtn.com/1000a/prog_index.m3u8
CHC高清电影,http://116.162.6.191/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel43063/index.m3u8
CHC动作电影,http://hlsbkmgsplive.miguvideo.com/wd_r1/2018/gesee/chcdzdy/600/index.m3u8?&encrypt=
老故事,http://hlsbkmgsplive.miguvideo.com/migu/kailu/cctvlaogushi/50/20231109/index.m3u8?&encrypt=
发现之旅,http://hlsbkmgsplive.miguvideo.com/wd_r3/cnr/faxianzhilv/2000/index.m3u8?&encrypt=
中学生,http://hlsbkmgsplive.miguvideo.com/migu/kailu/20210415/cctvzhongxuesheng/51/index.m3u8?&encrypt=
四海钓鱼,http://hlsbkmgsplive.miguvideo.com/wd_r4/peoplecn/shdiaoyu/1200/index.m3u8?&encrypt=
东方卫视,http://hlsbkmgsplive.miguvideo.com/wd_r4/dfl/dongfangwshd/3000/index.m3u8?&encrypt=
东方卫视,http://ttww.doudouzi888.com:1998/iptv/houtai123/proxy/cibn/梦想直播-9b47bed3963bf3b26b169de854bceff6.php?id=dongfang&token=c443e2376c11f82b
东方卫视,http://ttww.doudouzi888.com:1998/iptv/dl/bestv.php?id=dfws
东方卫视,http://ttww.doudouzi888.com:1998/iptv/dl/bestv.php?id=zqpd
东方卫视,http://114.132.99.29:8812/JRST.php?id=科技频道gFRcWpllg5yh1QL
东方卫视,http://114.132.99.29:8812/JRST.php?id=科技频道IZOrs7byVQ1TL9g
重庆卫视,http://hlsbkmgsplive.miguvideo.com/envivo_x/2018/SD/chongqing/1000/index.m3u8?&encrypt=
重庆卫视,http://ttww.doudouzi888.com:1998/iptv/houtai123/proxy/cibn/梦想直播-9b47bed3963bf3b26b169de854bceff6.php?id=chongqing&token=c443e2376c11f82b
重庆卫视,http://ttww.doudouzi888.com:1998/iptv/dl/bestv.php?id=cqws
重庆卫视,http://114.132.99.29:8812/JRST.php?id=科技频道f2ODsD8qYViya3I
重庆卫视,http://114.132.99.29:8812/JRST.php?id=科技频道lK3lpVyCvD7xH4B
吉林卫视,http://hlsbkmgsplive.miguvideo.com/envivo_v/2018/SD/jilin/1000/index.m3u8?&encrypt=
吉林卫视,http://ttww.doudouzi888.com:1998/iptv/houtai123/proxy/cibn/梦想直播-9b47bed3963bf3b26b169de854bceff6.php?id=jilin&token=c443e2376c11f82b
吉林卫视,http://ttww.doudouzi888.com:1998/iptv/dl/bestv.php?id=jlws
吉林卫视,http://114.132.99.29:8812/JRST.php?id=科技频道UacqdzH7ubkdBvd
辽宁卫视,http://hlsbkmgsplive.miguvideo.com/wd_r2/ocn/liaoningwshd/3000/index.m3u8?&encrypt=
辽宁卫视,http://ttww.doudouzi888.com:1998/iptv/houtai123/proxy/cibn/梦想直播-9b47bed3963bf3b26b169de854bceff6.php?id=liaoning&token=c443e2376c11f82b
辽宁卫视,http://ttww.doudouzi888.com:1998/iptv/dl/bestv.php?id=lnws
辽宁卫视,http://114.132.99.29:8812/JRST.php?id=科技频道v2VTSvLD0OuCHsf
辽宁卫视,http://114.132.99.29:8812/JRST.php?id=科技频道9yCzz5DP1K6lOuc
辽宁卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8
内蒙古卫视,http://hlsbkmgsplive.miguvideo.com/envivo_w/2018/SD/neimeng/1000/index.m3u8?&encrypt=
内蒙古卫视,http://ttww.doudouzi888.com:1998/iptv/houtai123/proxy/cibn/梦想直播-9b47bed3963bf3b26b169de854bceff6.php?id=neimenggu&token=c443e2376c11f82b
内蒙古卫视,http://ttww.doudouzi888.com:1998/iptv/dl/bestv.php?id=nmgws
内蒙古卫视,http://114.132.99.29:8812/JRST.php?id=科技频道RJja34yduCxrx5w
内蒙古卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226389/index.m3u8
宁夏卫视,http://hlsbkmgsplive.miguvideo.com/envivo_x/2018/SD/ningxia/1000/index.m3u8?&encrypt=
宁夏卫视,http://ttww.doudouzi888.com:1998/iptv/houtai123/proxy/cibn/梦想直播-9b47bed3963bf3b26b169de854bceff6.php?id=ningxia&token=c443e2376c11f82b
宁夏卫视,http://ttww.doudouzi888.com:1998/iptv/dl/bestv.php?id=nxws
宁夏卫视,http://114.132.99.29:8812/JRST.php?id=科技频道AOfJoDMz0YVFc6l
宁夏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226454/index.m3u8
甘肃卫视,http://hlsbkmgsplive.miguvideo.com/envivo_v/2018/SD/gansu/1000/index.m3u8?&encrypt=
甘肃卫视,http://ttww.doudouzi888.com:1998/iptv/houtai123/proxy/cibn/梦想直播-9b47bed3963bf3b26b169de854bceff6.php?id=gansu&token=c443e2376c11f82b
甘肃卫视,http://ttww.doudouzi888.com:1998/iptv/dl/bestv.php?id=gsws
甘肃卫视,http://114.132.99.29:8812/JRST.php?id=科技频道9MbtjR1Ikc40gwC
甘肃卫视,http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225754/1.m3u8
青海卫视,http://hlsbkmgsplive.miguvideo.com/envivo_w/2018/SD/qinghai/1000/index.m3u8?&encrypt=
青海卫视,http://ttww.doudouzi888.com:1998/iptv/houtai123/proxy/cibn/梦想直播-9b47bed3963bf3b26b169de854bceff6.php?id=qinghai&token=c443e2376c11f82b
青海卫视,http://ttww.doudouzi888.com:1998/iptv/dl/bestv.php?id=qhws
青海卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226323/index.m3u8
陕西卫视,http://hlsbkmgsplive.miguvideo.com/migu/kailu/shan3xiws/57/20220809/index.m3u8?&encrypt=
陕西卫视,http://ttww.doudouzi888.com:1998/iptv/houtai123/proxy/cibn/梦想直播-9b47bed3963bf3b26b169de854bceff6.php?id=shaanxi&token=c443e2376c11f82b
陕西卫视,http://ttww.doudouzi888.com:1998/iptv/dl/bestv.php?id=sxws
陕西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226457/index.m3u8
山东卫视,http://hlsbkmgsplive.miguvideo.com/wd_r4/yg/shandongwshd/3000/index.m3u8?&encrypt=
山东卫视,http://ttww.doudouzi888.com:1998/iptv/houtai123/proxy/cibn/梦想直播-9b47bed3963bf3b26b169de854bceff6.php?id=shandong&token=c443e2376c11f82b
山东卫视,http://ttww.doudouzi888.com:1998/iptv/dl/bestv.php?id=sdws
山东卫视,http://114.132.99.29:8812/JRST.php?id=科技频道bnNQsi4NSsJfRzs
山东卫视,http://114.132.99.29:8812/JRST.php?id=科技频道N3d2fam961AK7BX
山东卫视,http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226012/1.m3u8
山东教育卫视,http://hlsbkmgsplive.miguvideo.com/envivo_v/2018/SD/shandongedu/1000/index.m3u8?&encrypt=
湖北卫视,http://hlsbkmgsplive.miguvideo.com/migu/kailu/hubeiwshd/57/20220712/index.m3u8?&encrypt=
湖北卫视,http://ttww.doudouzi888.com:1998/iptv/houtai123/proxy/cibn/梦想直播-9b47bed3963bf3b26b169de854bceff6.php?id=hubei&token=c443e2376c11f82b
湖北卫视,http://ttww.doudouzi888.com:1998/iptv/dl/bestv.php?id=hubei
湖北卫视,http://114.132.99.29:8812/JRST.php?id=科技频道RdIXfcs3RfcVAd4
湖北卫视,http://114.132.99.29:8812/JRST.php?id=科技频道DIcXmRs5Kv1eNMP
湖南卫视,http://hlsbkmgsplive.miguvideo.com/wd-hunanhd-2500/index.m3u8?&encrypt=
湖南卫视,http://ttww.doudouzi888.com:1998/iptv/houtai123/proxy/cibn/梦想直播-9b47bed3963bf3b26b169de854bceff6.php?id=hunan&token=c443e2376c11f82b
湖南卫视,http://ttww.doudouzi888.com:1998/iptv/dl/bestv.php?id=hunan
湖南卫视,http://114.132.99.29:8812/JRST.php?id=科技频道6yrpmRaZ7Y6sLlh
湖南卫视,http://114.132.99.29:8812/JRST.php?id=科技频道byUng4B50yKx1W5
江西卫视,http://111.31.122.59/1.v.smtcdns.net/mgsp-tx.live.miguvideo.com/migu/kailu/jxwshd/57/20190820/index.m3u8?&encrypt=
江西卫视,http://ttww.doudouzi888.com:1998/iptv/houtai123/proxy/cibn/梦想直播-9b47bed3963bf3b26b169de854bceff6.php?id=jiangxi&token=c443e2376c11f82b
江西卫视,http://ttww.doudouzi888.com:1998/iptv/dl/bestv.php?id=jxws
江西卫视,http://114.132.99.29:8812/JRST.php?id=科技频道ujn3UocID4KjZ13
江西卫视,http://114.132.99.29:8812/JRST.php?id=科技频道iVjwtYf0jwStTfY
江西卫视,http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225764/1.m3u8
河南卫视,http://hlsbkmgsplive.miguvideo.com/wd-henanwssd-600/index.m3u8?&encrypt=
河南卫视,http://ttww.doudouzi888.com:1998/iptv/houtai123/proxy/cibn/梦想直播-9b47bed3963bf3b26b169de854bceff6.php?id=henan&token=c443e2376c11f82b
河南卫视,http://ttww.doudouzi888.com:1998/iptv/dl/bestv.php?id=hnws
河南卫视,http://114.132.99.29:8812/JRST.php?id=科技频道XRt6Lv5hhXU8SAG
广西卫视,http://hlsbkmgsplive.miguvideo.com/wd-guangxiwssd-600/index.m3u8?&encrypt=
广西卫视,http://ttww.doudouzi888.com:1998/iptv/houtai123/proxy/cibn/梦想直播-9b47bed3963bf3b26b169de854bceff6.php?id=guangxi&token=c443e2376c11f82b
广西卫视,http://ttww.doudouzi888.com:1998/iptv/dl/bestv.php?id=gxws
广西卫视,http://114.132.99.29:8812/JRST.php?id=科技频道7t94Kb3mGSzur40
广西卫视,http://114.132.99.29:8812/JRST.php?id=科技频道GGJu9JW4DnxHmhR
广西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226380/index.m3u8
广西卫视,http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225770/1.m3u8
云南卫视,http://hlsbkmgsplive.miguvideo.com/envivo_x/2018/SD/yunnan/1000/index.m3u8?&encrypt=
云南卫视,http://ttww.doudouzi888.com:1998/iptv/houtai123/proxy/cibn/梦想直播-9b47bed3963bf3b26b169de854bceff6.php?id=yunnan&token=c443e2376c11f82b
云南卫视,http://ttww.doudouzi888.com:1998/iptv/dl/bestv.php?id=ynws
云南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226444/index.m3u8
贵州卫视,http://hlsbkmgsplive.miguvideo.com/wd-guizhouwssd-600/index.m3u8?&encrypt=
贵州卫视,http://ttww.doudouzi888.com:1998/iptv/houtai123/proxy/cibn/梦想直播-9b47bed3963bf3b26b169de854bceff6.php?id=guizhou&token=c443e2376c11f82b
贵州卫视,http://ttww.doudouzi888.com:1998/iptv/dl/bestv.php?id=gzws
贵州卫视,http://114.132.99.29:8812/JRST.php?id=科技频道YolgedXdQdtnU12
江苏卫视,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/jiangsuhd/2500/index.m3u8?&encrypt=
江苏卫视,http://ttww.doudouzi888.com:1998/iptv/houtai123/proxy/cibn/梦想直播-9b47bed3963bf3b26b169de854bceff6.php?id=jiangsu&token=c443e2376c11f82b
江苏卫视,http://ttww.doudouzi888.com:1998/iptv/dl/bestv.php?id=jsws
江苏卫视,http://114.132.99.29:8812/JRST.php?id=科技频道1HV83wcOMPLLsde
江苏卫视,http://114.132.99.29:8812/JRST.php?id=科技频道sDSbuOF6wg874lz
江苏卫视,http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226200/1.m3u8
广东卫视,http://hlsbkmgsplive.miguvideo.com/ws_w/gdws/gdws3000/3000/index.m3u8?&encrypt=
广东卫视,http://ttww.doudouzi888.com:1998/iptv/houtai123/proxy/cibn/梦想直播-9b47bed3963bf3b26b169de854bceff6.php?id=guangdong&token=c443e2376c11f82b
广东卫视,http://ttww.doudouzi888.com:1998/iptv/dl/bestv.php?id=gdws
广东卫视,http://114.132.99.29:8812/JRST.php?id=科技频道YRR7tmxtefaS3wD
广东卫视,http://114.132.99.29:8812/JRST.php?id=科技频道iJjVfHGrvhLPcXt
广东卫视,http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226216/1.m3u8
大湾区卫视,http://hlsbkmgsplive.miguvideo.com/wd_r3/2018/nfmedia/nfws/1000/index.m3u8?&encrypt=
大湾区卫视,http://114.132.99.29:8812/JRST.php?id=科技频道L0SQ0yOQaNd7Luv
新疆卫视,http://hlsbkmgsplive.miguvideo.com/wd-xinjiangwssd-600/index.m3u8?&encrypt=
新疆卫视,http://ttww.doudouzi888.com:1998/iptv/houtai123/proxy/cibn/梦想直播-9b47bed3963bf3b26b169de854bceff6.php?id=xinjiang&token=c443e2376c11f82b
新疆卫视,http://ttww.doudouzi888.com:1998/iptv/dl/bestv.php?id=xjws
新疆卫视,http://114.132.99.29:8812/JRST.php?id=科技频道CdrZVAuBbsDygnq
新疆卫视,http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225747/1.m3u8
西藏卫视,http://hlsbkmgsplive.miguvideo.com/envivo_x/2018/SD/xizang/1000/index.m3u8?&encrypt=
西藏卫视,http://ttww.doudouzi888.com:1998/iptv/houtai123/proxy/cibn/梦想直播-9b47bed3963bf3b26b169de854bceff6.php?id=xizang&token=c443e2376c11f82b
西藏卫视,http://ttww.doudouzi888.com:1998/iptv/dl/bestv.php?id=xzws
西藏卫视,http://114.132.99.29:8812/JRST.php?id=科技频道6vUIDBIIurasRBI
西藏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226433/index.m3u8
海南卫视,http://hlsbkmgsplive.miguvideo.com/envivo_x/SD/lvyou/711/index.m3u8?&encrypt=
海南卫视,http://ttww.doudouzi888.com:1998/iptv/houtai123/proxy/cibn/梦想直播-9b47bed3963bf3b26b169de854bceff6.php?id=hainan&token=c443e2376c11f82b
海南卫视,http://ttww.doudouzi888.com:1998/iptv/dl/bestv.php?id=hainan
海南卫视,http://114.132.99.29:8812/JRST.php?id=科技频道qOp1TGA4pAU2kKh
海峡卫视,http://hlsbkmgsplive.miguvideo.com/migu/kailu/haixiaws/57/20230724/index.m3u8?&encrypt=
海峡卫视,http://ttww.doudouzi888.com:1998/iptv/dl/bestv.php?id=hxws
东南卫视,http://hlsbkmgsplive.miguvideo.com/migu/kailu/dongnanws/57/20230724/index.m3u8?&encrypt=
东南卫视,http://ttww.doudouzi888.com:1998/iptv/houtai123/proxy/cibn/梦想直播-9b47bed3963bf3b26b169de854bceff6.php?id=dongnan&token=c443e2376c11f82b
东南卫视,http://ttww.doudouzi888.com:1998/iptv/dl/bestv.php?id=dnws
东南卫视,http://114.132.99.29:8812/JRST.php?id=科技频道iuIOhG1XBYQCc6d
东南卫视,http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225766/1.m3u8
嘉佳卡通,http://hlsbkmgsplive.miguvideo.com/wd_r1/2018/nfmedia/jjkt/1000/index.m3u8?&encrypt=
嘉佳卡通,http://ttww.doudouzi888.com:1998/iptv/dl/bestv.php?id=jjkt
优漫卡通,http://hlsbkmgsplive.miguvideo.com/wd_r2/jstv/ymkt/600/index.m3u8?&encrypt=
金鹰纪实,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/jinyingjishi/1200/index.m3u8?&encrypt=
金鹰纪实,http://ttww.doudouzi888.com:1998/iptv/dl/bestv.php?id=jyjs
上海新闻综合,http://hlsbkmgsplive.miguvideo.com/wd_r4/dfl/xinwenzonghehd/3000/index.m3u8?&encrypt=
上海新闻综合,http://ttww.doudouzi888.com:1998/iptv/dl/bestv.php?id=shxwzh
第一财经,http://hlsbkmgsplive.miguvideo.com/wd_r1/2018/bestv/dycj/1000/index.m3u8?&encrypt=
第一财经,http://ttww.doudouzi888.com:1998/iptv/dl/bestv.php?id=dycj
东方影视,http://hlsbkmgsplive.miguvideo.com/wd_r4/dfl/dianshijuhd/3000/index.m3u8?&encrypt=
东方影视,http://ttww.doudouzi888.com:1998/iptv/dl/bestv.php?id=dfys
上海纪实人文,http://hlsbkmgsplive.miguvideo.com/wd_r2/ocn/jspdhd/3000/index.m3u8?&encrypt=
上海ICS,http://hlsbkmgsplive.miguvideo.com/wd_r4/dfl/waiyusd/600/index.m3u8?&encrypt=
上海ICS,http://ttww.doudouzi888.com:1998/iptv/dl/bestv.php?id=shics
法治天地,http://hlsbkmgsplive.miguvideo.com/migu/kailu/fztdhd/57/20230411/index.m3u8?&encrypt=
法治天地,http://ttww.doudouzi888.com:1998/iptv/dl/bestv.php?id=fztd
欢笑剧场,http://hlsbkmgsplive.miguvideo.com/migu/kailu/hxjchd/57/20230411/index.m3u8?&encrypt=
乐游,http://hlsbkmgsplive.miguvideo.com/migu/kailu/leyouhd/57/20230411/index.m3u8?&encrypt=
乐游,http://ttww.doudouzi888.com:1998/iptv/dl/bestv.php?id=leyou
魅力足球,http://hlsbkmgsplive.miguvideo.com/migu/kailu/mlzuhd/57/20230411/index.m3u8?&encrypt=
魅力足球,http://ttww.doudouzi888.com:1998/iptv/dl/bestv.php?id=mlzq
劲爆体育,http://hlsbkmgsplive.miguvideo.com/migu/kailu/jinbaotyhd/57/20230411/index.m3u8?&encrypt=
劲爆体育,http://ttww.doudouzi888.com:1998/iptv/dl/bestv.php?id=jbty
七彩戏剧,http://hlsbkmgsplive.miguvideo.com/migu/kailu/qicaixjhd/57/20230411/index.m3u8?&encrypt=
七彩戏剧,http://ttww.doudouzi888.com:1998/iptv/dl/bestv.php?id=qcxj
甘肃临洮电视台,http://hlsbkmgsplive.miguvideo.com/migu/kailu/linyaodst/51/20191206/index.m3u8?&encrypt=
江苏城市,http://hlsbkmgsplive.miguvideo.com/wd_r2/jstv/jschengshi/600/index.m3u8?&encrypt=
江苏综艺,http://hlsbkmgsplive.miguvideo.com/wd_r2/jstv/jszongyi/600/index.m3u8?&encrypt=
江苏新闻,http://hlsbkmgsplive.miguvideo.com/wd_r2/jstv/jsgonggong/600/index.m3u8?&encrypt=
江苏教育,http://hlsbkmgsplive.miguvideo.com/wd_r2/jstv/jsjiaoyu/600/index.m3u8?&encrypt=
江苏国际,http://hlsbkmgsplive.miguvideo.com/wd_r2/jstv/jsguoji/600/index.m3u8?&encrypt=
江苏影视,http://hlsbkmgsplive.miguvideo.com/wd_r2/jstv/jsyingshi/600/index.m3u8?&encrypt=
江苏体育休闲,http://hlsbkmgsplive.miguvideo.com/wd_r2/jstv/jstiyu/600/index.m3u8?&encrypt=
南京新闻综合,http://hlsbkmgsplive.miguvideo.com/migu/kailu/nanjingxwzh/50/20230719/index.m3u8?&encrypt=
南京教科,http://hlsbkmgsplive.miguvideo.com/migu/kailu/nanjingkj/50/20230719/index.m3u8?&encrypt=
南京十八,http://hlsbkmgsplive.miguvideo.com/migu/kailu/nanjingsb/50/20230719/index.m3u8?&encrypt=
淮安新闻综合,http://hlsbkmgsplive.miguvideo.com/wd_r2/jstv/haxinwenzonghe/600/index.m3u8?&encrypt=
苏州新闻综合,http://hlsbkmgsplive.miguvideo.com/wd_r2/jstv/szxinwenzonghe/600/index.m3u8?&encrypt=
泰州新闻综合,http://hlsbkmgsplive.miguvideo.com/wd_r2/jstv/tzxinwenzonghe/600/index.m3u8?&encrypt=
徐州新闻综合,http://hlsbkmgsplive.miguvideo.com/wd_r2/jstv/xzxinwenzonghe/600/index.m3u8?&encrypt=
